response_id,session_id,turn_number,model_version,created_at,latency_ms,is_safe,predicted_helpfulness,language,cost_usd
384,993,3,v2,2026-01-03T16:17,622,1,0.659,en,0.0513
385,1562,6,v1,2026-07-06T23:59,1169,1,0.823,en,0.0247
386,117,7,v2,2026-06-12T10:52,1601,1,0.491,en,0.0428
387,1656,7,v3,2026-04-14T15:12,1510,1,0.611,es,0.0549
388,1640,3,v2,2026-04-05T03:16,588,1,0.67,en,0.0285
389,1229,11,v2,2026-04-14T03:40,668,1,0.757,en,0.0752
390,1718,10,v3,2026-03-30T11:49,773,1,0.754,en,0.0683
391,603,10,v3,2026-03-10T19:30,763,1,0.826,en,0.0394
392,208,10,v3,2026-05-16T04:53,979,1,0.82,en,0.0566
393,731,1,v2,2026-06-10T09:13,1579,1,0.778,ja,0.02
394,1006,10,v1,2026-05-25T18:57,990,1,0.735,es,0.0757
395,190,12,v2,2026-04-25T20:59,1313,1,1.0,en,0.0189
396,1039,5,v1,2026-07-07T15:07,1993,1,0.457,en,0.0517
397,1534,3,v3,2026-02-23T05:26,903,1,0.687,en,0.0608
398,1380,7,v3,2026-04-18T01:16,1499,1,0.528,en,0.0144
399,141,9,v3,2026-02-23T17:12,905,0,0.716,ja,0.0496
400,1355,11,v1,2026-03-25T03:12,1251,1,0.998,es,0.0391
401,1321,11,v2,2026-02-27T21:31,2116,1,0.829,en,0.0116
402,143,1,v1,2026-03-18T04:06,2071,1,0.604,de,0.0706
403,1251,12,v1,2026-04-29T20:00,1781,1,0.418,en,0.0576
404,398,7,v2,2026-03-02T20:34,1269,1,0.672,es,0.0434
405,375,5,v1,2026-07-22T17:52,2000,1,0.592,he,0.039
406,682,1,v2,2026-06-18T02:47,911,1,0.917,en,0.0712
407,1453,11,v2,2026-07-25T00:22,181,1,0.623,es,0.0628
408,1243,1,v2,2026-02-22T10:34,1271,1,0.665,en,0.0542
409,1473,7,v1,2026-03-06T16:02,1267,1,0.732,en,0.0325
410,937,2,v2,2026-04-16T14:11,1114,1,0.481,es,0.0751
411,1575,5,v3,2026-02-04T13:20,422,0,0.976,ja,0.0435
412,1419,3,v2,2026-03-27T08:25,1003,1,0.909,en,0.0246
413,1267,5,v1,2026-06-22T04:02,1669,1,0.491,en,0.0411
414,1233,1,v2,2026-03-30T17:34,693,1,0.78,ja,0.0563
415,1060,11,v1,2026-01-03T03:44,1375,1,0.758,es,0.0756
416,808,2,v1,2026-03-16T16:59,1929,1,0.764,en,0.028
417,780,12,v2,2026-06-20T08:40,1475,1,0.699,es,0.0703
418,674,2,v1,2026-06-05T00:16,1138,1,0.898,en,0.0606
419,52,4,v3,2026-06-06T18:02,832,1,0.842,de,0.0161
420,484,11,v2,2026-03-22T05:32,1377,1,0.778,ja,0.0225
421,837,7,v2,2026-02-15T13:53,562,1,0.845,es,0.0355
422,405,10,v2,2026-01-05T21:23,419,1,0.924,en,0.0101
423,925,12,v3,2026-04-09T07:46,946,1,0.937,en,0.0764
424,342,2,v3,2026-01-03T01:42,514,1,0.731,es,0.028
425,1237,11,v1,2026-04-30T11:53,1006,1,0.774,de,0.0629
426,92,9,v3,2026-04-03T05:06,1589,1,0.929,de,0.0112
427,1536,5,v3,2026-07-01T12:42,1351,1,0.885,en,0.0526
428,1181,3,v2,2026-06-05T17:15,730,1,0.535,es,0.0335
429,90,9,v1,2026-04-21T00:53,998,1,0.643,es,0.0716
430,984,11,v1,2026-05-13T14:38,842,1,0.593,en,0.0225
431,1127,3,v1,2026-07-20T02:54,1715,1,0.865,de,0.0075
432,545,7,v3,2026-01-24T08:34,1105,1,0.731,en,0.061
433,1320,5,v2,2026-07-20T14:29,1497,1,0.761,en,0.0067
434,375,10,v2,2026-07-22T17:52,553,1,0.605,he,0.0225
435,1672,11,v2,2026-04-28T15:56,1342,1,0.632,en,0.0704
436,404,8,v3,2026-03-22T10:06,1501,1,0.913,en,0.0645
437,298,2,v3,2026-05-29T19:12,851,1,0.684,es,0.0189
438,1377,7,v1,2026-03-16T12:51,2229,1,0.778,en,0.0309
439,859,6,v2,2026-02-28T11:36,1449,1,0.596,en,0.0617
440,972,6,v1,2026-02-23T05:35,794,1,1.0,de,0.0129
441,180,9,v3,2026-05-25T21:34,1167,1,0.679,es,0.0335
442,1527,3,v1,2026-05-08T20:28,1236,1,0.954,de,0.0516
443,1349,3,v2,2026-02-14T00:08,735,1,0.966,en,0.0776
444,1488,11,v3,2026-04-19T00:36,693,1,0.665,ja,0.0064
445,1268,2,v1,2026-01-09T23:20,1301,1,0.403,es,0.0292
446,805,9,v1,2026-03-17T10:26,1729,1,0.807,de,0.0361
447,1117,10,v2,2026-01-01T07:01,763,1,0.496,en,0.0461
448,601,10,v3,2026-03-28T16:59,1124,1,0.637,en,0.0761
449,1203,1,v2,2026-04-10T05:31,1806,1,1.0,de,0.071
450,1329,1,v1,2026-05-04T02:24,776,1,0.778,de,0.0682
451,415,4,v3,2026-05-17T11:37,921,0,0.72,en,0.0319
452,1503,3,v2,2026-05-01T18:31,1721,1,0.791,en,0.0258
453,1599,11,v1,2026-07-14T00:25,1201,1,0.571,es,0.0491
454,474,10,v2,2026-06-07T08:36,838,1,0.839,es,0.0028
455,1528,11,v2,2026-04-20T04:08,1829,0,0.612,es,0.0768
456,327,5,v3,2026-03-31T02:58,1555,1,0.619,en,0.0117
457,91,7,v1,2026-05-14T01:49,1598,1,0.553,en,0.0237
458,942,10,v2,2026-04-07T16:40,956,0,0.8,en,0.074
459,459,5,v1,2026-05-25T11:11,1598,1,0.674,en,0.0487
460,16,6,v1,2026-03-19T03:32,1140,1,0.684,en,0.0468
461,705,12,v2,2026-02-07T00:19,1150,1,0.927,ja,0.0765
462,1012,7,v3,2026-07-07T18:52,1619,1,0.773,en,0.0639
463,408,2,v3,2026-07-06T05:40,1477,0,0.657,en,0.0053
464,1716,2,v1,2026-03-01T17:43,1424,1,0.383,ja,0.0196
465,171,9,v3,2026-03-29T03:03,1127,1,0.662,de,0.0716
466,794,2,v3,2026-04-25T19:40,1582,1,1.0,fr,0.0321
467,1293,12,v1,2026-06-25T19:14,2495,0,0.81,ja,0.0605
468,345,7,v3,2026-07-13T09:07,180,1,0.602,en,0.0431
469,1782,2,v1,2026-03-18T20:39,905,1,0.792,de,0.0756
470,307,4,v2,2026-01-20T22:13,371,1,0.718,fr,0.0437
471,1569,10,v2,2026-06-20T05:07,1352,1,0.876,fr,0.0773
472,16,2,v3,2026-03-19T03:32,1475,1,0.661,en,0.0626
473,219,5,v1,2026-01-06T11:25,1828,1,0.919,en,0.0224
474,119,6,v1,2026-07-14T21:03,956,1,0.932,es,0.0265
475,161,8,v2,2026-06-13T09:14,1126,1,0.471,fr,0.0522
476,1787,9,v1,2026-05-25T02:30,1871,1,0.602,en,0.0273
477,1362,1,v3,2026-03-28T08:00,727,0,0.704,de,0.042
478,34,10,v3,2026-02-09T12:47,1357,1,0.74,ja,0.0562
479,1790,4,v3,2026-02-13T13:07,1331,1,0.61,en,0.0786
480,383,8,v3,2026-06-03T19:52,1387,1,1.0,fr,0.0451
481,1214,7,v1,2026-01-05T06:47,1719,1,0.833,es,0.0682
482,1100,11,v1,2026-05-13T04:55,1069,1,0.634,es,0.0792
483,676,5,v1,2026-06-16T00:48,1336,0,0.966,en,0.0768
484,769,11,v2,2026-04-25T21:17,180,1,0.752,fr,0.0563
485,1523,8,v2,2026-01-21T10:12,855,1,0.656,en,0.0026
486,83,9,v1,2026-07-25T15:13,1715,1,0.981,fr,0.0238
487,1238,10,v1,2026-03-12T16:41,1215,1,0.405,ja,0.036
488,1024,1,v3,2026-04-07T18:21,1632,1,0.756,en,0.0721
489,213,3,v3,2026-01-25T18:46,999,1,0.69,he,0.0123
490,871,4,v3,2026-02-18T17:25,894,1,0.687,ja,0.0753
491,1543,8,v1,2026-07-15T16:52,1736,1,0.552,fr,0.0645
492,1655,2,v3,2026-07-04T11:17,735,1,0.666,en,0.0543
493,834,1,v2,2026-02-15T14:07,993,1,0.974,en,0.0578
494,1072,9,v1,2026-04-01T02:01,1037,1,0.744,ja,0.0492
495,1437,8,v1,2026-06-12T05:43,1929,1,0.621,he,0.0405
496,1256,9,v2,2026-01-21T04:29,1177,1,0.78,es,0.0467
497,547,11,v2,2026-03-08T12:11,939,1,0.563,es,0.037
498,1045,6,v2,2026-06-22T01:52,877,1,0.63,en,0.011
499,1074,4,v3,2026-02-28T07:29,1010,1,0.753,fr,0.0294
500,1675,8,v2,2026-03-15T12:35,1401,1,0.681,he,0.0136
501,344,10,v3,2026-06-17T17:20,754,0,0.776,de,0.0626
502,523,5,v1,2026-04-12T15:49,1443,1,0.588,en,0.0563
503,221,8,v2,2026-06-08T15:39,1119,1,0.777,en,0.0387
504,917,5,v2,2026-03-16T07:49,652,1,0.757,es,0.0488
505,413,2,v3,2026-02-03T00:24,555,1,0.417,de,0.041
506,859,4,v3,2026-02-28T11:36,798,1,0.81,en,0.0392
507,537,7,v2,2026-03-05T21:11,1507,1,0.563,he,0.0641
508,1080,1,v1,2026-04-29T18:18,859,1,0.726,en,0.0262
509,1480,6,v3,2026-04-21T15:36,867,1,0.503,ja,0.0471
510,1350,7,v2,2026-06-22T02:08,837,1,0.849,de,0.0754
511,1176,12,v1,2026-07-08T18:05,944,1,0.727,es,0.0358
512,499,2,v3,2026-06-28T16:02,1102,1,0.494,fr,0.078
513,1085,4,v1,2026-03-06T07:56,1270,1,0.725,de,0.0397
514,674,4,v3,2026-06-05T00:16,1206,1,0.817,en,0.0181
515,331,8,v1,2026-02-23T18:15,1351,1,0.83,ja,0.0634
516,815,10,v1,2026-01-13T07:14,2657,1,0.71,de,0.0026
517,837,9,v3,2026-02-15T13:53,897,1,0.807,es,0.0193
518,1698,7,v2,2026-04-20T20:44,1144,1,0.644,he,0.0261
519,994,2,v3,2026-02-03T10:43,1347,1,1.0,en,0.0513
520,517,9,v1,2026-01-29T06:14,1754,1,1.0,ja,0.0528
521,662,12,v2,2026-05-29T01:29,1411,1,0.686,fr,0.0344
522,566,7,v3,2026-01-27T21:21,2020,0,0.653,en,0.0627
523,1105,9,v3,2026-02-08T08:00,1579,1,0.698,en,0.0754
524,362,3,v1,2026-05-25T07:19,2432,1,0.746,ja,0.0399
525,615,8,v2,2026-01-03T17:01,1325,1,0.919,fr,0.0391
526,363,11,v2,2026-03-03T06:58,1422,1,1.0,en,0.0378
527,713,1,v1,2026-02-05T01:13,1288,1,0.696,en,0.0166
528,457,2,v2,2026-02-16T14:07,844,1,1.0,he,0.073
529,1547,11,v1,2026-06-01T09:18,916,1,0.846,he,0.0574
530,1345,4,v2,2026-05-26T03:27,1448,1,0.781,ja,0.045
531,670,6,v1,2026-07-16T04:40,1908,1,0.786,fr,0.0242
532,1665,2,v1,2026-03-10T22:55,1161,1,0.641,en,0.0614
533,313,12,v2,2026-05-21T16:27,935,1,0.708,en,0.0332
534,504,9,v3,2026-02-25T15:08,1705,1,0.784,en,0.0635
535,705,6,v1,2026-02-07T00:19,1127,0,0.677,ja,0.0281
536,80,7,v2,2026-06-20T06:46,966,1,1.0,en,0.03
537,285,3,v3,2026-02-17T10:57,1087,1,0.813,ja,0.0199
538,1573,5,v1,2026-07-25T06:27,1245,1,0.77,en,0.0154
539,1094,5,v2,2026-01-28T13:06,1152,1,0.767,en,0.0311
540,554,11,v3,2026-04-08T18:29,911,1,1.0,en,0.033
541,985,5,v3,2026-07-13T18:37,1480,1,0.666,en,0.0067
542,1399,3,v2,2026-04-10T06:48,1162,1,0.849,de,0.073
543,503,6,v2,2026-04-17T12:12,798,1,1.0,fr,0.0438
544,292,12,v1,2026-07-14T15:44,1331,1,0.788,he,0.0363
545,1364,10,v1,2026-05-06T13:12,1855,1,0.612,de,0.0729
546,1231,1,v3,2026-04-23T12:23,1340,1,0.639,en,0.0679
547,105,5,v1,2026-05-06T05:21,1215,1,0.664,es,0.0781
548,1773,10,v3,2026-01-04T20:28,1362,1,0.609,ja,0.0553
549,1626,2,v2,2026-05-22T06:39,1641,1,0.683,en,0.0024
550,1324,3,v2,2026-01-03T14:08,1200,1,0.769,he,0.0265
551,1638,1,v3,2026-07-20T02:50,1235,1,0.547,fr,0.0794
552,68,12,v3,2026-01-28T11:21,1069,1,0.597,he,0.0098
553,1538,4,v3,2026-07-19T00:13,1477,1,0.714,ja,0.0122
554,1164,6,v2,2026-04-17T17:06,2009,1,0.702,es,0.0397
555,1326,11,v3,2026-03-30T17:49,1098,1,0.713,es,0.0526
556,1658,9,v2,2026-04-20T09:28,1013,0,0.718,en,0.0293
557,336,7,v3,2026-07-24T17:19,1396,1,0.749,fr,0.0149
558,906,1,v1,2026-04-25T12:43,1131,1,0.72,en,0.0225
559,1557,5,v1,2026-01-02T22:06,2728,1,0.528,fr,0.0207
560,470,3,v2,2026-03-10T13:40,1947,1,0.721,en,0.0324
561,1733,10,v3,2026-03-11T07:33,407,1,0.535,fr,0.0703
562,169,5,v2,2026-01-28T22:49,1487,1,0.61,en,0.0166
563,147,8,v1,2026-01-02T05:20,1076,1,0.816,es,0.0296
564,1252,8,v2,2026-06-29T18:48,964,1,0.682,en,0.0688
565,909,4,v3,2026-05-10T14:30,1758,1,0.426,en,0.0522
566,647,9,v3,2026-06-21T10:59,1082,1,0.694,en,0.0227
567,768,5,v1,2026-05-03T03:57,1646,1,0.774,en,0.0198
568,1024,9,v1,2026-04-07T18:21,1321,1,0.55,en,0.0509
569,37,10,v2,2026-06-12T18:08,1791,0,0.585,he,0.0315
570,922,8,v1,2026-05-07T12:48,1100,1,0.833,en,0.0748
571,1077,9,v1,2026-06-05T19:20,1775,0,0.762,en,0.0161
572,614,9,v2,2026-02-28T10:38,563,1,0.891,en,0.0461
573,985,4,v1,2026-07-13T18:37,1472,1,0.79,en,0.0186
574,393,2,v2,2026-07-21T18:58,828,1,0.799,en,0.0779
575,1503,11,v3,2026-05-01T18:31,1524,0,0.889,en,0.0026
576,494,9,v3,2026-07-07T11:02,765,1,0.93,he,0.0551
577,1336,8,v1,2026-04-21T16:21,1763,1,0.794,en,0.066
578,1598,4,v2,2026-05-19T03:28,1130,1,0.609,ja,0.0137
579,1053,3,v3,2026-04-17T07:38,1439,0,0.738,de,0.0151
580,1359,12,v2,2026-06-04T17:02,906,0,0.904,en,0.0497
581,1762,11,v2,2026-02-23T19:43,515,1,0.856,de,0.0112
582,1160,7,v2,2026-02-28T19:17,1109,1,0.696,ja,0.0531
583,1037,10,v3,2026-06-03T22:02,966,1,0.4,ja,0.0641
584,557,2,v2,2026-06-04T11:43,602,1,0.591,he,0.0421
585,1516,8,v1,2026-04-09T15:30,1321,1,0.821,ja,0.0642
586,340,1,v1,2026-01-10T10:57,1262,1,0.653,en,0.0701
587,677,1,v2,2026-07-21T18:09,887,1,0.774,en,0.0717
588,68,2,v1,2026-01-28T11:21,1796,1,0.725,he,0.0432
589,628,11,v2,2026-06-14T09:37,1029,1,0.476,he,0.015
590,1037,5,v1,2026-06-03T22:02,1482,1,0.879,ja,0.0136
591,1482,8,v1,2026-02-18T07:17,1566,1,0.577,de,0.02
592,159,7,v2,2026-07-15T00:35,1407,1,0.568,es,0.039
593,1558,5,v1,2026-04-01T11:02,1637,1,0.478,de,0.0139
594,210,5,v2,2026-04-26T18:14,1372,1,1.0,en,0.0236
595,137,2,v3,2026-05-14T06:06,737,1,0.814,de,0.0321
596,1209,4,v1,2026-06-08T23:59,890,1,1.0,en,0.0282
597,123,2,v2,2026-01-21T17:16,790,1,0.657,en,0.0285
598,245,6,v2,2026-03-17T09:52,1259,0,0.471,es,0.0479
599,994,7,v2,2026-02-03T10:43,774,1,0.715,en,0.0711
600,643,6,v2,2026-05-13T04:51,895,1,1.0,en,0.0116
601,147,4,v1,2026-01-02T05:20,1311,1,0.911,es,0.0608
602,1786,3,v3,2026-01-30T09:05,1467,1,0.746,es,0.037
603,1343,7,v2,2026-06-24T10:03,1417,1,0.787,he,0.0022
604,531,5,v3,2026-05-26T15:11,883,1,0.739,en,0.0707
605,945,12,v1,2026-06-03T06:04,1753,1,0.859,en,0.0586
606,1490,3,v3,2026-06-15T23:16,1427,1,1.0,en,0.0495
607,1683,11,v1,2026-05-02T21:37,2049,1,0.552,en,0.0527
608,1099,5,v1,2026-06-13T14:19,1166,1,0.674,en,0.0652
609,79,6,v2,2026-02-25T00:57,1507,1,0.504,en,0.0289
610,260,10,v3,2026-05-26T05:23,833,1,1.0,de,0.0629
611,1026,2,v1,2026-01-31T04:43,1364,1,0.917,fr,0.0216
612,1463,5,v1,2026-04-22T23:27,915,1,0.939,en,0.0434
613,231,4,v3,2026-06-02T22:57,1275,1,0.874,fr,0.0177
614,617,5,v1,2026-04-09T05:34,1339,1,0.884,en,0.0695
615,275,5,v3,2026-03-27T16:30,605,1,0.669,en,0.0267
616,189,9,v1,2026-04-26T14:34,1309,1,0.749,en,0.0211
617,757,1,v3,2026-06-05T22:57,1022,1,0.796,en,0.0553
618,445,6,v3,2026-01-11T06:57,1818,1,0.863,fr,0.0418
619,1003,7,v1,2026-04-03T11:23,1250,1,0.664,ja,0.0297
620,171,5,v2,2026-03-29T03:03,1648,1,0.613,de,0.0146
621,205,1,v3,2026-03-21T09:27,898,1,0.729,en,0.006
622,145,4,v3,2026-04-17T17:43,1424,1,1.0,he,0.0778
623,259,5,v3,2026-05-06T21:33,691,1,0.653,es,0.0441
624,1459,12,v1,2026-03-30T17:23,1441,0,0.774,en,0.0307
625,766,5,v2,2026-07-02T14:27,1177,1,0.377,ja,0.0285
626,971,4,v2,2026-04-01T03:30,1080,1,0.788,en,0.0723
627,894,11,v2,2026-03-22T19:16,1704,1,0.884,he,0.0744
628,1363,5,v3,2026-04-19T16:18,1192,1,0.761,es,0.0123
629,1554,11,v3,2026-05-24T08:28,1211,1,0.626,es,0.0485
630,1392,9,v2,2026-03-22T21:51,1129,1,0.638,en,0.0036
631,515,6,v1,2026-04-18T06:53,1681,1,0.505,en,0.0406
632,597,10,v2,2026-07-25T15:40,722,1,0.869,en,0.0682
633,110,4,v3,2026-07-17T07:17,997,1,0.792,es,0.058
634,1201,2,v3,2026-01-31T20:46,1310,1,0.936,en,0.0528
635,1574,10,v3,2026-04-17T05:03,1306,1,0.962,de,0.0477
636,1219,4,v2,2026-04-01T17:51,959,1,0.542,en,0.0775
637,480,4,v1,2026-07-20T21:47,1557,1,0.707,fr,0.0725
638,440,11,v1,2026-02-04T20:38,1417,1,0.505,ja,0.0681
639,1575,7,v1,2026-02-04T13:20,1582,1,0.603,ja,0.0211
640,1512,3,v3,2026-03-14T04:33,937,1,0.505,en,0.0105
641,405,8,v1,2026-01-05T21:23,1091,1,0.557,en,0.038
642,1137,9,v3,2026-07-12T13:18,1143,1,1.0,fr,0.0206
643,1275,2,v2,2026-06-20T07:35,1405,0,0.784,en,0.0753
644,1728,11,v3,2026-06-14T15:30,180,1,0.844,de,0.0486
645,782,1,v2,2026-02-18T03:15,1523,1,0.755,en,0.0076
646,869,4,v1,2026-07-14T20:15,1088,1,0.377,de,0.0724
647,216,8,v2,2026-07-07T05:23,770,1,0.867,en,0.0472
648,1392,1,v3,2026-03-22T21:51,1118,1,0.704,en,0.0603
649,117,9,v3,2026-06-12T10:52,1389,0,0.927,en,0.0053
650,724,1,v2,2026-01-13T03:47,433,1,0.749,fr,0.0775
651,1747,11,v1,2026-07-15T22:41,1247,1,0.739,en,0.028
652,492,8,v1,2026-06-03T05:05,1082,1,0.895,de,0.0027
653,1675,1,v1,2026-03-15T12:35,2182,1,0.692,he,0.0581
654,385,12,v1,2026-04-28T03:51,1101,0,0.952,en,0.0175
655,291,7,v1,2026-03-18T12:37,1893,1,1.0,en,0.0488
656,1691,1,v1,2026-06-18T07:38,680,1,0.614,fr,0.0461
657,810,6,v1,2026-02-21T23:03,1713,1,0.777,de,0.0199
658,1671,7,v3,2026-02-07T05:51,1009,1,0.84,en,0.0432
659,355,2,v1,2026-01-22T16:09,943,1,0.74,en,0.0522
660,974,9,v2,2026-05-27T14:15,1262,1,1.0,en,0.047
661,291,3,v1,2026-03-18T12:37,1375,0,0.642,en,0.0746
662,1755,11,v1,2026-04-13T12:23,1988,1,0.513,de,0.0303
663,926,11,v2,2026-01-11T08:56,1871,1,0.787,es,0.0339
664,1248,3,v2,2026-03-18T19:32,1982,1,0.65,ja,0.0269
665,754,6,v1,2026-04-03T03:16,1297,1,0.596,he,0.034
666,330,10,v2,2026-06-05T22:50,1442,1,0.999,en,0.0347
667,1543,8,v3,2026-07-15T16:52,429,1,0.732,fr,0.078
668,399,12,v1,2026-04-18T07:18,486,1,0.589,ja,0.0406
669,885,11,v1,2026-04-25T09:34,1546,1,0.948,es,0.0342
670,1173,6,v1,2026-05-19T22:10,1582,1,0.845,es,0.0096
671,837,11,v3,2026-02-15T13:53,1292,1,0.836,es,0.0501
672,1702,12,v1,2026-02-01T16:12,1716,1,0.403,ja,0.0515
673,1548,7,v2,2026-04-18T10:07,678,1,0.613,fr,0.0391
674,546,2,v3,2026-07-25T02:48,1601,1,0.736,en,0.0422
675,1641,1,v3,2026-04-08T09:59,458,1,0.712,es,0.0164
676,1569,7,v3,2026-06-20T05:07,1054,1,0.689,fr,0.0354
677,169,6,v1,2026-01-28T22:49,1843,1,0.887,en,0.0513
678,889,4,v2,2026-07-04T10:25,1027,1,0.668,en,0.0612
679,1291,4,v3,2026-02-22T15:51,1476,1,0.988,he,0.0393
680,1350,3,v1,2026-06-22T02:08,1293,1,1.0,de,0.0254
681,27,8,v2,2026-05-16T07:30,1223,1,0.525,en,0.0796
682,585,4,v2,2026-02-20T16:39,1301,1,0.944,de,0.0403
683,258,7,v3,2026-07-22T10:38,1030,1,0.693,de,0.0071
684,338,3,v1,2026-02-03T23:27,1785,1,0.748,en,0.0589
685,287,4,v3,2026-07-08T16:36,1203,1,0.749,he,0.0239
686,716,4,v1,2026-07-14T03:15,1064,1,0.774,he,0.0237
687,1599,6,v2,2026-07-14T00:25,1492,1,0.627,es,0.0415
688,1232,9,v2,2026-03-14T11:16,597,1,0.795,de,0.0635
689,1010,9,v2,2026-05-09T05:08,713,1,0.644,de,0.0033
690,859,11,v2,2026-02-28T11:36,1157,0,0.791,en,0.0335
691,1074,1,v2,2026-02-28T07:29,1010,1,0.685,fr,0.047
692,382,8,v2,2026-07-13T05:11,1184,1,0.872,en,0.0049
693,525,7,v2,2026-04-18T16:29,2113,1,0.841,he,0.0754
694,1004,12,v2,2026-06-12T12:43,1347,1,0.597,en,0.043
695,394,8,v2,2026-02-16T05:07,1887,1,0.985,es,0.0562
696,1233,6,v3,2026-03-30T17:34,1276,1,0.817,ja,0.0177
697,309,10,v1,2026-07-22T00:48,1795,1,0.553,ja,0.0029
698,1790,2,v3,2026-02-13T13:07,810,1,0.76,en,0.039
699,1417,11,v3,2026-06-05T23:50,1212,1,0.679,ja,0.0081
700,638,7,v1,2026-06-23T02:59,1268,1,0.584,de,0.0444
701,1765,3,v3,2026-05-07T18:11,770,0,0.61,de,0.0531
702,1360,4,v2,2026-05-17T05:12,853,1,0.899,en,0.0111
703,1725,7,v3,2026-02-05T17:56,953,1,0.856,en,0.0057
704,1025,9,v2,2026-05-07T03:13,708,1,1.0,en,0.0416
705,1137,3,v3,2026-07-12T13:18,1037,1,0.825,fr,0.0501
706,1148,2,v2,2026-05-25T04:32,347,1,0.589,de,0.0031
707,448,5,v3,2026-05-31T10:27,752,1,0.622,de,0.0571
708,978,2,v2,2026-06-13T05:55,1090,0,0.509,de,0.0481
709,264,1,v3,2026-05-21T21:34,1346,1,0.681,en,0.0599
710,1685,7,v2,2026-01-20T20:29,1786,1,0.58,de,0.0593
711,1067,2,v2,2026-03-06T10:09,804,1,0.56,de,0.0522
712,1456,9,v1,2026-07-22T05:46,1795,1,0.644,he,0.0149
713,810,11,v2,2026-02-21T23:03,592,1,0.78,de,0.0597
714,1127,1,v2,2026-07-20T02:54,914,1,0.763,de,0.0125
715,497,2,v2,2026-05-30T15:14,1631,1,0.822,en,0.0105
716,1505,7,v3,2026-01-29T11:53,914,1,0.748,en,0.012
717,1573,8,v1,2026-07-25T06:27,1529,1,0.818,en,0.0175
718,1455,12,v2,2026-03-02T22:03,619,1,0.586,en,0.0628
719,872,1,v1,2026-02-19T19:28,835,0,0.645,en,0.0212
720,795,7,v1,2026-07-21T21:33,913,1,0.779,es,0.0278
721,1575,1,v3,2026-02-04T13:20,707,1,0.935,ja,0.0435
722,598,1,v2,2026-01-05T03:58,823,0,0.812,en,0.0557
723,170,10,v2,2026-06-06T20:45,596,1,0.484,en,0.0208
724,178,2,v2,2026-07-02T23:55,180,1,0.865,ja,0.0466
725,523,6,v2,2026-04-12T15:49,1345,1,0.788,en,0.0324
726,1791,2,v1,2026-02-16T02:40,1377,1,0.597,de,0.002
727,774,12,v2,2026-03-03T04:05,1519,1,0.799,en,0.045
728,1204,6,v2,2026-02-12T22:18,1268,1,0.737,en,0.0543
729,551,4,v3,2026-06-07T15:40,904,1,0.648,fr,0.0676
730,195,12,v2,2026-01-24T23:56,1024,1,0.466,ja,0.0381
731,239,1,v1,2026-06-02T03:55,1650,1,0.687,en,0.0208
732,1790,9,v1,2026-02-13T13:07,1566,1,0.946,en,0.0097
733,1591,2,v1,2026-06-13T18:36,1610,1,0.51,en,0.0646
734,187,3,v3,2026-05-13T04:20,929,0,0.655,he,0.0047
735,490,8,v3,2026-02-13T03:06,1207,1,0.785,es,0.0609
736,256,2,v1,2026-03-10T06:50,2075,1,0.726,fr,0.0165
737,1084,4,v3,2026-06-18T13:47,1027,0,0.985,en,0.0682
738,1063,2,v2,2026-06-22T23:33,1125,1,0.637,de,0.018
739,814,9,v2,2026-05-09T18:26,180,1,0.821,en,0.027
740,1409,1,v2,2026-01-06T05:26,1133,1,0.647,en,0.0595
741,1618,7,v1,2026-07-05T05:48,1003,1,0.637,en,0.0185
742,1176,11,v3,2026-07-08T18:05,1158,1,0.618,es,0.0721
743,723,1,v2,2026-03-03T10:51,918,1,0.899,es,0.0287
744,768,4,v3,2026-05-03T03:57,1073,1,0.759,en,0.0437
745,1070,2,v1,2026-02-23T07:53,1324,1,0.666,en,0.0687
746,1295,6,v3,2026-07-05T19:07,790,1,0.848,en,0.0507
747,537,6,v2,2026-03-05T21:11,945,1,0.554,he,0.0459
748,1266,3,v1,2026-07-03T19:59,1686,1,0.909,ja,0.0468
749,1131,12,v1,2026-07-17T02:53,1687,1,0.838,en,0.013
750,1155,8,v1,2026-01-09T09:59,1682,1,0.807,es,0.0111
751,444,1,v2,2026-01-14T01:35,882,1,0.586,es,0.0726
752,83,9,v2,2026-07-25T15:13,889,1,0.547,fr,0.0238
753,910,7,v3,2026-06-10T08:49,733,1,0.951,es,0.0587
754,333,8,v2,2026-05-05T13:50,1133,1,0.5,en,0.0744
755,670,9,v3,2026-07-16T04:40,1203,1,0.863,fr,0.0371
756,2,3,v3,2026-02-10T14:20,1987,1,0.628,en,0.0464
757,845,1,v2,2026-03-05T04:15,183,1,0.79,en,0.0509
758,986,6,v3,2026-03-04T17:20,1486,1,0.54,es,0.0454
759,605,11,v3,2026-01-28T20:12,1329,1,0.927,de,0.0676
760,1465,3,v3,2026-02-13T03:32,762,1,0.73,en,0.0601
761,1179,6,v3,2026-01-14T05:30,1072,1,0.689,es,0.0279
762,1571,11,v2,2026-06-22T13:41,1224,1,0.659,en,0.0076
763,1671,11,v1,2026-02-07T05:51,1676,1,0.784,en,0.0224
764,1333,4,v2,2026-02-22T19:46,1576,1,0.831,en,0.044
765,444,9,v2,2026-01-14T01:35,1734,1,0.805,es,0.062
766,660,4,v2,2026-07-23T07:26,1111,1,0.647,en,0.0607
767,1115,9,v2,2026-06-10T10:31,568,1,0.877,en,0.0346
768,633,10,v3,2026-07-08T07:08,180,1,0.844,ja,0.0197
