query_id,document_id,rank,retrieval_score,is_relevant,retriever_version
588,109,1,0.738,1,hybrid_v2
588,92,2,0.966,1,dense_v1
588,119,3,0.777,0,hybrid_v2
588,26,4,0.455,0,hybrid_v2
588,35,5,0.753,0,dense_v1
589,397,1,0.571,1,dense_v1
589,137,2,0.751,0,dense_v1
589,424,3,0.398,1,dense_v1
589,418,4,0.442,1,hybrid_v2
589,482,5,0.56,0,dense_v1
590,459,1,0.922,0,hybrid_v2
590,207,2,0.405,1,hybrid_v2
590,200,3,0.921,1,dense_v1
590,71,4,0.821,0,dense_v1
590,24,5,0.978,0,dense_v1
591,115,1,0.579,1,dense_v1
591,73,2,0.455,0,dense_v1
591,5,3,0.508,0,hybrid_v2
591,468,4,0.718,0,hybrid_v2
591,389,5,0.501,0,hybrid_v2
592,42,1,0.915,1,hybrid_v2
592,488,2,0.719,1,hybrid_v2
592,122,3,0.888,0,hybrid_v2
592,343,4,0.655,1,dense_v1
592,477,5,0.813,1,hybrid_v2
593,382,1,0.974,0,hybrid_v2
593,232,2,0.402,1,hybrid_v2
593,364,3,0.608,1,hybrid_v2
593,133,4,0.507,0,dense_v1
593,43,5,0.415,0,hybrid_v2
594,369,1,0.594,1,dense_v1
594,136,2,0.594,0,hybrid_v2
594,256,3,0.949,1,dense_v1
594,430,4,0.555,0,hybrid_v2
594,223,5,0.79,0,hybrid_v2
595,46,1,0.593,1,hybrid_v2
595,113,2,0.631,1,hybrid_v2
595,462,3,0.535,0,dense_v1
595,432,4,0.66,1,hybrid_v2
595,191,5,0.354,0,dense_v1
596,435,1,0.633,0,hybrid_v2
596,167,2,0.442,1,dense_v1
596,77,3,0.57,1,hybrid_v2
596,293,4,0.946,1,hybrid_v2
596,1,5,0.376,1,dense_v1
597,74,1,0.928,0,dense_v1
597,453,2,0.536,1,hybrid_v2
597,270,3,0.557,1,hybrid_v2
597,264,4,0.938,1,dense_v1
597,262,5,0.373,0,hybrid_v2
598,257,1,0.604,1,hybrid_v2
598,5,2,0.515,1,hybrid_v2
598,3,3,0.953,0,hybrid_v2
598,299,4,0.384,0,hybrid_v2
598,445,5,0.604,1,hybrid_v2
599,33,1,0.538,1,hybrid_v2
599,308,2,0.577,1,hybrid_v2
599,266,3,0.834,1,hybrid_v2
599,32,4,0.637,1,dense_v1
599,285,5,0.597,0,dense_v1
600,349,1,0.86,1,hybrid_v2
600,469,2,0.765,1,dense_v1
600,485,3,0.634,1,dense_v1
600,92,4,0.555,1,dense_v1
600,396,5,0.37,0,hybrid_v2
601,158,1,0.508,1,dense_v1
601,379,2,0.442,1,dense_v1
601,184,3,0.798,1,hybrid_v2
601,318,4,0.368,0,hybrid_v2
601,225,5,0.392,0,dense_v1
602,52,1,0.974,1,hybrid_v2
602,472,2,0.386,0,hybrid_v2
602,345,3,0.367,1,hybrid_v2
602,199,4,0.577,1,dense_v1
602,251,5,0.9,0,dense_v1
603,230,1,0.583,1,hybrid_v2
603,245,2,0.376,1,hybrid_v2
603,54,3,0.837,0,hybrid_v2
603,55,4,0.815,0,dense_v1
603,7,5,0.565,1,hybrid_v2
604,488,1,0.36,1,hybrid_v2
604,404,2,0.395,0,dense_v1
604,482,3,0.631,0,hybrid_v2
604,229,4,0.663,0,dense_v1
604,198,5,0.492,0,hybrid_v2
605,376,1,0.85,1,dense_v1
605,289,2,0.969,0,dense_v1
605,197,3,0.603,1,dense_v1
605,13,4,0.404,1,dense_v1
605,413,5,0.73,0,hybrid_v2
606,97,1,0.882,1,dense_v1
606,442,2,0.431,0,hybrid_v2
606,37,3,0.508,1,hybrid_v2
606,309,4,0.584,1,hybrid_v2
606,338,5,0.458,0,dense_v1
607,263,1,0.517,1,hybrid_v2
607,103,2,0.873,1,dense_v1
607,1,3,0.594,0,hybrid_v2
607,74,4,0.415,0,dense_v1
607,210,5,0.405,0,dense_v1
608,128,1,0.925,0,dense_v1
608,329,2,0.837,0,hybrid_v2
608,113,3,0.456,1,dense_v1
608,403,4,0.976,0,hybrid_v2
608,89,5,0.7,0,hybrid_v2
609,360,1,0.354,0,hybrid_v2
609,70,2,0.514,1,hybrid_v2
609,261,3,0.508,0,dense_v1
609,318,4,0.943,0,hybrid_v2
609,489,5,0.376,1,dense_v1
610,288,1,0.52,0,dense_v1
610,315,2,0.654,0,hybrid_v2
610,471,3,0.466,0,dense_v1
610,207,4,0.372,0,dense_v1
610,351,5,0.965,0,dense_v1
611,439,1,0.636,0,hybrid_v2
611,336,2,0.575,1,hybrid_v2
611,489,3,0.562,1,dense_v1
611,176,4,0.794,1,hybrid_v2
611,87,5,0.398,1,hybrid_v2
612,186,1,0.556,1,hybrid_v2
612,335,2,0.846,0,dense_v1
612,150,3,0.612,0,hybrid_v2
612,38,4,0.386,1,hybrid_v2
612,60,5,0.555,0,hybrid_v2
613,86,1,0.756,1,hybrid_v2
613,87,2,0.357,1,hybrid_v2
613,352,3,0.827,1,hybrid_v2
613,307,4,0.492,0,dense_v1
613,209,5,0.948,0,hybrid_v2
614,335,1,0.865,1,dense_v1
614,316,2,0.625,0,dense_v1
614,446,3,0.652,1,dense_v1
614,387,4,0.772,1,dense_v1
614,347,5,0.465,0,hybrid_v2
615,233,1,0.863,1,dense_v1
615,118,2,0.35,1,hybrid_v2
615,305,3,0.586,0,dense_v1
615,57,4,0.734,1,hybrid_v2
615,360,5,0.723,0,dense_v1
616,264,1,0.776,0,hybrid_v2
616,97,2,0.753,0,hybrid_v2
616,372,3,0.557,1,hybrid_v2
616,112,4,0.744,0,hybrid_v2
616,367,5,0.616,1,hybrid_v2
617,212,1,0.643,1,hybrid_v2
617,66,2,0.536,1,dense_v1
617,387,3,0.469,1,hybrid_v2
617,2,4,0.886,0,hybrid_v2
617,462,5,0.468,1,dense_v1
618,32,1,0.708,0,dense_v1
618,26,2,0.356,1,hybrid_v2
618,103,3,0.82,1,hybrid_v2
618,409,4,0.409,1,hybrid_v2
618,495,5,0.734,0,hybrid_v2
619,328,1,0.473,1,hybrid_v2
619,365,2,0.834,0,hybrid_v2
619,441,3,0.727,1,hybrid_v2
619,245,4,0.548,1,dense_v1
619,483,5,0.43,0,hybrid_v2
620,277,1,0.626,1,dense_v1
620,440,2,0.518,1,dense_v1
620,15,3,0.766,0,dense_v1
620,250,4,0.706,1,dense_v1
620,435,5,0.428,1,hybrid_v2
621,486,1,0.52,1,dense_v1
621,189,2,0.439,1,hybrid_v2
621,250,3,0.754,1,dense_v1
621,261,4,0.935,0,hybrid_v2
621,266,5,0.696,1,hybrid_v2
622,182,1,0.552,1,hybrid_v2
622,320,2,0.927,0,dense_v1
622,455,3,0.653,1,dense_v1
622,242,4,0.491,1,dense_v1
622,154,5,0.437,0,dense_v1
623,41,1,0.507,1,dense_v1
623,481,2,0.62,1,dense_v1
623,231,3,0.867,0,dense_v1
623,312,4,0.684,0,dense_v1
623,449,5,0.816,0,hybrid_v2
624,60,1,0.7,0,hybrid_v2
624,21,2,0.522,0,hybrid_v2
624,214,3,0.71,1,dense_v1
624,28,4,0.906,1,dense_v1
624,479,5,0.55,1,dense_v1
625,136,1,0.734,1,hybrid_v2
625,7,2,0.941,0,hybrid_v2
625,15,3,0.564,0,hybrid_v2
625,222,4,0.942,0,dense_v1
625,298,5,0.845,0,hybrid_v2
626,435,1,0.363,1,hybrid_v2
626,57,2,0.955,1,dense_v1
626,159,3,0.95,0,hybrid_v2
626,253,4,0.785,0,dense_v1
626,370,5,0.638,1,dense_v1
627,460,1,0.719,1,hybrid_v2
627,120,2,0.865,1,dense_v1
627,366,3,0.952,1,hybrid_v2
627,68,4,0.67,0,hybrid_v2
627,183,5,0.514,0,hybrid_v2
628,303,1,0.406,1,dense_v1
628,267,2,0.862,0,hybrid_v2
628,140,3,0.608,0,dense_v1
628,202,4,0.963,0,dense_v1
628,136,5,0.633,0,hybrid_v2
629,341,1,0.754,1,dense_v1
629,470,2,0.71,1,dense_v1
629,400,3,0.918,1,dense_v1
629,322,4,0.41,0,dense_v1
629,402,5,0.517,0,hybrid_v2
630,205,1,0.767,0,dense_v1
630,371,2,0.675,1,hybrid_v2
630,316,3,0.436,0,dense_v1
630,313,4,0.679,0,dense_v1
630,49,5,0.872,0,dense_v1
631,87,1,0.638,0,hybrid_v2
631,310,2,0.763,1,hybrid_v2
631,5,3,0.843,1,dense_v1
631,74,4,0.979,0,dense_v1
631,58,5,0.774,0,hybrid_v2
632,119,1,0.514,1,dense_v1
632,69,2,0.933,0,dense_v1
632,183,3,0.365,0,dense_v1
632,392,4,0.852,0,hybrid_v2
632,241,5,0.933,0,dense_v1
633,407,1,0.977,0,hybrid_v2
633,113,2,0.587,0,hybrid_v2
633,330,3,0.695,0,dense_v1
633,177,4,0.589,0,hybrid_v2
633,54,5,0.654,0,hybrid_v2
634,301,1,0.377,1,hybrid_v2
634,167,2,0.576,1,dense_v1
634,289,3,0.516,1,dense_v1
634,407,4,0.927,0,dense_v1
634,7,5,0.566,0,dense_v1
635,53,1,0.609,1,hybrid_v2
635,141,2,0.739,1,dense_v1
635,66,3,0.802,1,hybrid_v2
635,113,4,0.574,1,dense_v1
635,225,5,0.402,0,dense_v1
636,369,1,0.577,1,dense_v1
636,60,2,0.529,0,dense_v1
636,279,3,0.828,1,hybrid_v2
636,93,4,0.901,1,hybrid_v2
636,48,5,0.783,0,hybrid_v2
637,342,1,0.499,0,dense_v1
637,351,2,0.609,1,dense_v1
637,334,3,0.461,1,dense_v1
637,40,4,0.7,1,hybrid_v2
637,41,5,0.679,0,dense_v1
638,335,1,0.405,0,dense_v1
638,27,2,0.568,1,dense_v1
638,143,3,0.398,1,dense_v1
638,329,4,0.525,0,dense_v1
638,48,5,0.692,1,hybrid_v2
639,363,1,0.464,1,hybrid_v2
639,204,2,0.591,1,hybrid_v2
639,94,3,0.824,1,hybrid_v2
639,262,4,0.959,1,hybrid_v2
639,396,5,0.521,0,dense_v1
640,103,1,0.366,1,dense_v1
640,157,2,0.36,1,dense_v1
640,373,3,0.92,1,hybrid_v2
640,300,4,0.433,1,dense_v1
640,357,5,0.957,0,hybrid_v2
641,269,1,0.62,1,hybrid_v2
641,114,2,0.809,0,hybrid_v2
641,110,3,0.818,1,dense_v1
641,369,4,0.972,1,dense_v1
641,180,5,0.463,1,dense_v1
642,451,1,0.858,1,hybrid_v2
642,443,2,0.685,0,hybrid_v2
642,146,3,0.612,0,dense_v1
642,446,4,0.865,1,hybrid_v2
642,135,5,0.479,1,dense_v1
643,395,1,0.773,1,dense_v1
643,29,2,0.507,1,dense_v1
643,435,3,0.403,1,dense_v1
643,288,4,0.966,0,hybrid_v2
643,110,5,0.898,0,hybrid_v2
644,40,1,0.945,1,hybrid_v2
644,293,2,0.855,1,dense_v1
644,148,3,0.366,1,hybrid_v2
644,145,4,0.441,0,dense_v1
644,168,5,0.486,0,hybrid_v2
645,495,1,0.441,1,dense_v1
645,197,2,0.562,0,dense_v1
645,98,3,0.912,1,dense_v1
645,452,4,0.69,0,dense_v1
645,359,5,0.664,0,dense_v1
646,414,1,0.942,1,dense_v1
646,252,2,0.834,0,dense_v1
646,86,3,0.44,1,hybrid_v2
646,408,4,0.677,0,hybrid_v2
646,125,5,0.821,0,hybrid_v2
647,324,1,0.533,1,dense_v1
647,165,2,0.779,1,dense_v1
647,176,3,0.889,0,hybrid_v2
647,141,4,0.473,0,dense_v1
647,386,5,0.533,1,dense_v1
648,297,1,0.6,1,hybrid_v2
648,30,2,0.908,1,hybrid_v2
648,462,3,0.351,1,dense_v1
648,164,4,0.719,0,hybrid_v2
648,344,5,0.366,0,dense_v1
649,35,1,0.472,1,dense_v1
649,288,2,0.534,1,dense_v1
649,5,3,0.785,1,hybrid_v2
649,405,4,0.922,0,dense_v1
649,102,5,0.832,1,dense_v1
650,71,1,0.641,1,dense_v1
650,191,2,0.394,1,dense_v1
650,283,3,0.859,1,hybrid_v2
650,163,4,0.358,1,hybrid_v2
650,367,5,0.524,0,dense_v1
651,6,1,0.695,1,hybrid_v2
651,229,2,0.376,1,hybrid_v2
651,471,3,0.365,0,hybrid_v2
651,12,4,0.884,0,dense_v1
651,499,5,0.906,1,hybrid_v2
652,110,1,0.949,0,dense_v1
652,406,2,0.462,0,hybrid_v2
652,422,3,0.979,1,hybrid_v2
652,23,4,0.655,1,dense_v1
652,464,5,0.83,1,dense_v1
653,408,1,0.611,1,dense_v1
653,358,2,0.472,1,dense_v1
653,86,3,0.605,0,hybrid_v2
653,464,4,0.641,1,hybrid_v2
653,198,5,0.518,1,hybrid_v2
654,368,1,0.826,1,hybrid_v2
654,432,2,0.357,0,hybrid_v2
654,445,3,0.426,1,hybrid_v2
654,336,4,0.599,0,dense_v1
654,124,5,0.419,1,hybrid_v2
655,121,1,0.889,0,hybrid_v2
655,38,2,0.771,0,dense_v1
655,310,3,0.964,1,dense_v1
655,195,4,0.819,0,hybrid_v2
655,215,5,0.35,0,hybrid_v2
656,401,1,0.352,0,hybrid_v2
656,373,2,0.363,0,hybrid_v2
656,194,3,0.468,0,dense_v1
656,448,4,0.363,1,hybrid_v2
656,452,5,0.387,0,dense_v1
657,155,1,0.427,1,dense_v1
657,63,2,0.401,1,dense_v1
657,399,3,0.628,0,hybrid_v2
657,306,4,0.512,0,hybrid_v2
657,158,5,0.791,1,dense_v1
658,58,1,0.647,0,hybrid_v2
658,169,2,0.824,0,dense_v1
658,296,3,0.525,1,dense_v1
658,388,4,0.657,1,hybrid_v2
658,338,5,0.791,0,dense_v1
659,241,1,0.392,1,dense_v1
659,370,2,0.793,1,hybrid_v2
659,289,3,0.903,0,hybrid_v2
659,436,4,0.467,1,hybrid_v2
659,143,5,0.487,0,hybrid_v2
660,251,1,0.548,0,dense_v1
660,375,2,0.486,0,dense_v1
660,261,3,0.494,1,dense_v1
660,72,4,0.968,1,hybrid_v2
660,70,5,0.743,0,dense_v1
661,246,1,0.733,1,hybrid_v2
661,246,2,0.952,1,hybrid_v2
661,268,3,0.468,0,dense_v1
661,180,4,0.538,1,dense_v1
661,33,5,0.914,0,hybrid_v2
662,51,1,0.638,1,dense_v1
662,226,2,0.46,0,dense_v1
662,344,3,0.804,0,dense_v1
662,224,4,0.379,1,hybrid_v2
662,206,5,0.88,1,hybrid_v2
663,336,1,0.434,0,dense_v1
663,91,2,0.794,1,dense_v1
663,95,3,0.41,0,hybrid_v2
663,110,4,0.784,0,dense_v1
663,343,5,0.44,1,hybrid_v2
664,134,1,0.36,1,hybrid_v2
664,207,2,0.617,1,hybrid_v2
664,322,3,0.501,1,hybrid_v2
664,375,4,0.869,0,hybrid_v2
664,259,5,0.939,1,dense_v1
665,175,1,0.51,0,hybrid_v2
665,141,2,0.954,0,hybrid_v2
665,488,3,0.545,1,hybrid_v2
665,161,4,0.526,0,dense_v1
665,489,5,0.427,0,dense_v1
666,396,1,0.505,0,hybrid_v2
666,324,2,0.817,0,dense_v1
666,201,3,0.509,0,dense_v1
666,283,4,0.871,1,dense_v1
666,123,5,0.722,0,dense_v1
667,67,1,0.658,1,dense_v1
667,313,2,0.474,1,hybrid_v2
667,221,3,0.756,1,dense_v1
667,339,4,0.47,0,hybrid_v2
667,179,5,0.932,0,dense_v1
668,414,1,0.462,1,hybrid_v2
668,262,2,0.959,1,hybrid_v2
668,457,3,0.494,1,dense_v1
668,55,4,0.872,1,hybrid_v2
668,137,5,0.497,0,hybrid_v2
669,257,1,0.706,1,dense_v1
669,85,2,0.501,1,dense_v1
669,110,3,0.912,1,hybrid_v2
669,279,4,0.798,1,dense_v1
669,249,5,0.697,0,dense_v1
670,336,1,0.769,0,dense_v1
670,39,2,0.825,1,dense_v1
670,249,3,0.389,0,dense_v1
670,199,4,0.906,0,dense_v1
670,285,5,0.975,0,dense_v1
671,171,1,0.666,1,dense_v1
671,432,2,0.933,1,dense_v1
671,168,3,0.351,0,hybrid_v2
671,263,4,0.935,0,hybrid_v2
671,369,5,0.71,0,hybrid_v2
672,4,1,0.35,1,dense_v1
672,189,2,0.407,0,dense_v1
672,42,3,0.356,1,hybrid_v2
672,467,4,0.684,0,hybrid_v2
672,26,5,0.49,1,hybrid_v2
673,426,1,0.459,0,dense_v1
673,157,2,0.816,1,hybrid_v2
673,251,3,0.607,0,hybrid_v2
673,55,4,0.712,0,dense_v1
673,120,5,0.475,0,hybrid_v2
674,288,1,0.639,1,hybrid_v2
674,445,2,0.746,1,hybrid_v2
674,439,3,0.671,0,hybrid_v2
674,465,4,0.752,0,hybrid_v2
674,490,5,0.764,0,hybrid_v2
675,60,1,0.394,1,hybrid_v2
675,312,2,0.478,1,hybrid_v2
675,265,3,0.899,1,hybrid_v2
675,95,4,0.507,0,hybrid_v2
675,1,5,0.619,1,hybrid_v2
676,43,1,0.362,1,hybrid_v2
676,463,2,0.803,1,hybrid_v2
676,476,3,0.692,1,hybrid_v2
676,93,4,0.42,0,dense_v1
676,370,5,0.957,1,hybrid_v2
677,150,1,0.926,1,hybrid_v2
677,244,2,0.95,1,dense_v1
677,459,3,0.79,0,dense_v1
677,371,4,0.401,0,dense_v1
677,171,5,0.95,0,dense_v1
678,77,1,0.693,1,hybrid_v2
678,39,2,0.608,1,dense_v1
678,478,3,0.498,1,dense_v1
678,232,4,0.56,0,hybrid_v2
678,393,5,0.583,0,dense_v1
679,212,1,0.585,1,hybrid_v2
679,419,2,0.795,1,dense_v1
679,445,3,0.796,1,dense_v1
679,270,4,0.408,1,dense_v1
679,35,5,0.426,1,hybrid_v2
680,69,1,0.595,1,hybrid_v2
680,373,2,0.48,0,hybrid_v2
680,251,3,0.911,1,dense_v1
680,276,4,0.639,1,dense_v1
680,3,5,0.664,0,dense_v1
681,417,1,0.516,1,dense_v1
681,297,2,0.712,0,hybrid_v2
681,475,3,0.604,0,dense_v1
681,472,4,0.966,0,hybrid_v2
681,250,5,0.856,0,dense_v1
682,420,1,0.594,0,dense_v1
682,118,2,0.977,1,dense_v1
682,223,3,0.83,1,hybrid_v2
682,249,4,0.51,0,dense_v1
682,380,5,0.54,0,dense_v1
683,283,1,0.68,1,dense_v1
683,77,2,0.52,0,dense_v1
683,90,3,0.702,0,hybrid_v2
683,495,4,0.795,1,hybrid_v2
683,289,5,0.464,1,hybrid_v2
684,63,1,0.835,0,dense_v1
684,351,2,0.52,0,hybrid_v2
684,408,3,0.352,1,dense_v1
684,305,4,0.353,1,hybrid_v2
684,417,5,0.419,0,dense_v1
685,120,1,0.678,1,dense_v1
685,250,2,0.911,0,dense_v1
685,500,3,0.712,1,dense_v1
685,376,4,0.758,1,hybrid_v2
685,145,5,0.891,0,dense_v1
686,153,1,0.751,1,hybrid_v2
686,489,2,0.746,1,dense_v1
686,97,3,0.389,1,dense_v1
686,16,4,0.951,0,hybrid_v2
686,337,5,0.512,0,hybrid_v2
687,269,1,0.612,1,hybrid_v2
687,478,2,0.866,1,dense_v1
687,429,3,0.419,0,dense_v1
687,187,4,0.429,1,hybrid_v2
687,307,5,0.744,0,hybrid_v2
688,94,1,0.374,1,hybrid_v2
688,63,2,0.788,1,hybrid_v2
688,41,3,0.569,0,hybrid_v2
688,371,4,0.391,0,hybrid_v2
688,355,5,0.951,0,dense_v1
689,472,1,0.729,1,dense_v1
689,82,2,0.772,1,dense_v1
689,260,3,0.363,1,dense_v1
689,278,4,0.781,1,dense_v1
689,371,5,0.376,0,hybrid_v2
690,330,1,0.896,1,dense_v1
690,26,2,0.953,1,hybrid_v2
690,95,3,0.747,0,dense_v1
690,319,4,0.839,1,dense_v1
690,309,5,0.536,1,dense_v1
691,77,1,0.838,0,dense_v1
691,136,2,0.447,0,hybrid_v2
691,162,3,0.508,1,dense_v1
691,31,4,0.398,1,hybrid_v2
691,446,5,0.521,1,hybrid_v2
692,19,1,0.721,1,dense_v1
692,227,2,0.825,1,dense_v1
692,317,3,0.896,0,dense_v1
692,296,4,0.417,0,dense_v1
692,327,5,0.865,1,hybrid_v2
693,165,1,0.386,1,hybrid_v2
693,139,2,0.753,0,dense_v1
693,140,3,0.896,0,dense_v1
693,38,4,0.814,0,dense_v1
693,209,5,0.86,0,hybrid_v2
694,195,1,0.881,0,dense_v1
694,443,2,0.466,1,dense_v1
694,449,3,0.917,1,dense_v1
694,101,4,0.393,0,hybrid_v2
694,379,5,0.511,0,dense_v1
695,383,1,0.687,1,dense_v1
695,235,2,0.687,0,dense_v1
695,381,3,0.779,1,hybrid_v2
695,460,4,0.389,0,dense_v1
695,491,5,0.804,1,dense_v1
696,74,1,0.903,0,dense_v1
696,55,2,0.92,1,hybrid_v2
696,27,3,0.726,1,hybrid_v2
696,457,4,0.903,1,dense_v1
696,395,5,0.448,0,dense_v1
697,437,1,0.437,1,hybrid_v2
697,380,2,0.543,0,dense_v1
697,459,3,0.759,1,hybrid_v2
697,242,4,0.946,0,hybrid_v2
697,210,5,0.904,1,dense_v1
698,485,1,0.881,0,hybrid_v2
698,483,2,0.46,1,dense_v1
698,202,3,0.434,0,hybrid_v2
698,117,4,0.664,1,dense_v1
698,20,5,0.616,0,dense_v1
699,266,1,0.47,1,dense_v1
699,93,2,0.514,1,dense_v1
699,487,3,0.893,1,hybrid_v2
699,343,4,0.506,1,dense_v1
699,123,5,0.724,0,dense_v1
700,358,1,0.73,1,hybrid_v2
700,174,2,0.917,1,hybrid_v2
700,257,3,0.462,0,hybrid_v2
700,67,4,0.702,0,hybrid_v2
700,170,5,0.843,1,hybrid_v2
701,380,1,0.841,1,dense_v1
701,130,2,0.595,1,dense_v1
701,455,3,0.432,1,dense_v1
701,15,4,0.918,1,dense_v1
701,440,5,0.393,1,dense_v1
702,194,1,0.47,1,hybrid_v2
702,51,2,0.806,0,hybrid_v2
702,208,3,0.921,1,hybrid_v2
702,353,4,0.449,0,hybrid_v2
702,325,5,0.519,0,hybrid_v2
703,66,1,0.794,0,dense_v1
703,204,2,0.884,1,dense_v1
703,341,3,0.783,0,dense_v1
703,299,4,0.412,0,dense_v1
703,440,5,0.824,1,dense_v1
704,117,1,0.365,1,dense_v1
704,208,2,0.867,0,dense_v1
704,280,3,0.666,1,hybrid_v2
704,289,4,0.728,0,dense_v1
704,203,5,0.351,1,hybrid_v2
705,174,1,0.69,0,hybrid_v2
705,411,2,0.673,0,dense_v1
705,303,3,0.687,1,hybrid_v2
705,481,4,0.627,0,hybrid_v2
705,186,5,0.713,1,hybrid_v2
706,465,1,0.591,1,hybrid_v2
706,414,2,0.967,1,hybrid_v2
706,390,3,0.496,0,dense_v1
706,179,4,0.844,0,hybrid_v2
706,66,5,0.505,0,dense_v1
707,265,1,0.822,1,hybrid_v2
707,357,2,0.848,0,dense_v1
707,370,3,0.827,1,hybrid_v2
707,480,4,0.635,1,hybrid_v2
707,294,5,0.941,0,hybrid_v2
708,162,1,0.956,1,hybrid_v2
708,418,2,0.596,1,dense_v1
708,307,3,0.686,0,hybrid_v2
708,62,4,0.409,1,hybrid_v2
708,148,5,0.959,0,hybrid_v2
709,375,1,0.943,0,hybrid_v2
709,166,2,0.351,1,hybrid_v2
709,232,3,0.544,0,hybrid_v2
709,230,4,0.372,0,hybrid_v2
709,328,5,0.949,0,hybrid_v2
710,231,1,0.601,1,hybrid_v2
710,140,2,0.564,1,dense_v1
710,97,3,0.642,0,dense_v1
710,61,4,0.648,1,dense_v1
710,125,5,0.59,1,hybrid_v2
711,388,1,0.362,0,dense_v1
711,102,2,0.351,0,dense_v1
711,160,3,0.632,1,dense_v1
711,239,4,0.601,1,dense_v1
711,30,5,0.631,1,hybrid_v2
712,61,1,0.926,1,dense_v1
712,459,2,0.686,0,hybrid_v2
712,140,3,0.802,1,hybrid_v2
712,189,4,0.972,1,dense_v1
712,401,5,0.726,0,dense_v1
713,353,1,0.869,0,dense_v1
713,177,2,0.447,1,hybrid_v2
713,231,3,0.472,1,dense_v1
713,347,4,0.472,0,hybrid_v2
713,118,5,0.568,0,dense_v1
714,23,1,0.587,0,hybrid_v2
714,224,2,0.522,1,dense_v1
714,308,3,0.463,1,hybrid_v2
714,119,4,0.743,0,hybrid_v2
714,460,5,0.978,0,dense_v1
715,296,1,0.858,1,dense_v1
715,177,2,0.845,0,hybrid_v2
715,13,3,0.803,0,hybrid_v2
715,121,4,0.904,0,dense_v1
715,391,5,0.731,0,hybrid_v2
716,83,1,0.53,1,dense_v1
716,170,2,0.6,1,dense_v1
716,362,3,0.419,1,dense_v1
716,47,4,0.952,0,hybrid_v2
716,195,5,0.779,1,dense_v1
717,360,1,0.974,0,hybrid_v2
717,304,2,0.423,0,dense_v1
717,210,3,0.69,1,hybrid_v2
717,449,4,0.848,0,hybrid_v2
717,118,5,0.478,1,hybrid_v2
718,379,1,0.597,1,hybrid_v2
718,358,2,0.377,1,dense_v1
718,121,3,0.773,1,hybrid_v2
718,364,4,0.796,0,dense_v1
718,186,5,0.708,0,dense_v1
719,136,1,0.72,1,hybrid_v2
719,427,2,0.52,1,dense_v1
719,66,3,0.475,1,dense_v1
719,455,4,0.778,1,dense_v1
719,336,5,0.938,1,dense_v1
720,295,1,0.633,1,dense_v1
720,45,2,0.545,1,dense_v1
720,388,3,0.472,1,dense_v1
720,284,4,0.816,1,dense_v1
720,332,5,0.869,0,dense_v1
721,242,1,0.454,1,dense_v1
721,355,2,0.721,1,hybrid_v2
721,278,3,0.352,1,hybrid_v2
721,51,4,0.869,1,dense_v1
721,17,5,0.483,1,hybrid_v2
722,59,1,0.511,1,dense_v1
722,193,2,0.643,0,dense_v1
722,24,3,0.857,1,dense_v1
722,266,4,0.691,1,dense_v1
722,358,5,0.499,1,hybrid_v2
723,169,1,0.878,1,hybrid_v2
723,285,2,0.55,1,dense_v1
723,35,3,0.489,1,dense_v1
723,208,4,0.9,0,dense_v1
723,126,5,0.534,1,dense_v1
724,50,1,0.644,1,dense_v1
724,121,2,0.684,1,hybrid_v2
724,261,3,0.89,1,hybrid_v2
724,19,4,0.6,0,hybrid_v2
724,144,5,0.415,1,hybrid_v2
725,99,1,0.456,1,dense_v1
725,138,2,0.464,1,dense_v1
725,241,3,0.542,1,hybrid_v2
725,424,4,0.423,1,hybrid_v2
725,498,5,0.788,0,dense_v1
726,353,1,0.771,0,hybrid_v2
726,33,2,0.946,0,hybrid_v2
726,59,3,0.495,0,dense_v1
726,292,4,0.9,1,hybrid_v2
726,2,5,0.946,1,hybrid_v2
727,290,1,0.489,1,hybrid_v2
727,427,2,0.886,0,hybrid_v2
727,27,3,0.899,1,hybrid_v2
727,253,4,0.803,1,hybrid_v2
727,223,5,0.61,0,dense_v1
728,316,1,0.431,0,hybrid_v2
728,411,2,0.525,1,dense_v1
728,459,3,0.434,0,dense_v1
728,40,4,0.5,1,dense_v1
728,267,5,0.616,1,dense_v1
729,49,1,0.831,1,dense_v1
729,428,2,0.562,1,hybrid_v2
729,396,3,0.975,1,dense_v1
729,92,4,0.459,1,dense_v1
729,494,5,0.783,1,hybrid_v2
730,349,1,0.795,0,dense_v1
730,227,2,0.737,0,hybrid_v2
730,478,3,0.499,1,dense_v1
730,359,4,0.825,0,dense_v1
730,386,5,0.398,0,dense_v1
731,68,1,0.352,1,hybrid_v2
731,349,2,0.396,1,hybrid_v2
731,69,3,0.799,1,hybrid_v2
731,381,4,0.8,0,hybrid_v2
731,4,5,0.856,0,dense_v1
732,165,1,0.905,1,dense_v1
732,31,2,0.539,0,hybrid_v2
732,289,3,0.409,0,dense_v1
732,42,4,0.876,0,hybrid_v2
732,247,5,0.376,0,hybrid_v2
733,352,1,0.567,0,dense_v1
733,452,2,0.403,1,dense_v1
733,217,3,0.527,0,dense_v1
733,478,4,0.977,0,hybrid_v2
733,227,5,0.925,0,hybrid_v2
734,89,1,0.961,0,hybrid_v2
734,38,2,0.783,1,dense_v1
734,233,3,0.425,1,dense_v1
734,425,4,0.508,1,hybrid_v2
734,173,5,0.44,0,dense_v1
